Probe_ID,Symbol,Entrez_Gene_ID,Chromosome,Cytoband
ILMN_1710136,HDHD1A,8226,X,Xp22.31e
ILMN_1710146,LOC649978,649978,,
ILMN_1710150,EED,8726,11,11q14.2a
ILMN_1710161,GJA9,81025,1,1p34.3a
ILMN_1710170,PPAP2C,8612,19,19p13.3j
ILMN_1710177,LOC644670,644670,X,
ILMN_1710186,CCL17,6361,16,16q13c
ILMN_1710192,LOC440345,440345,16,16p12.1c
ILMN_1710195,LOC402670,402670,7,
ILMN_1710200,LOC441239,441239,,7q11.21c
ILMN_1710203,FRMPD2,143162,10,10q11.22c-q11.22d
ILMN_1710204,TNFRSF4,7293,1,1p36.33b
ILMN_1710207,C10orf6,55719,10,10q24.31a
ILMN_1710209,FLJ20160,54842,2,2q32.2b
ILMN_1710216,AVEN,57099,15,15q14a
ILMN_1710217,MLANA,2315,9,9p24.1c
ILMN_1710219,CALCR,799,7,7q21.3a
ILMN_1710220,LOC729985,729985,2,2q21.1b
ILMN_1710221,GPR35,2859,2,2q37.3e
ILMN_1710222,LOC388002,388002,,14q31.1c
ILMN_1710229,ARRDC2,27106,19,19p13.11c
ILMN_1710237,LOC651345,651345,,
ILMN_1710243,OR1F1,4992,16,16p13.3c
ILMN_1710264,LOC728226,728226,22,22q11.21d
ILMN_1710268,ZNF385D,79750,3,3p24.3b
ILMN_1710269,TMC2,117532,20,20p13d-p13c
ILMN_1710280,TUBB1,81027,20,20q13.32b
ILMN_1710284,HES1,3280,3,3q29c
ILMN_1710289,CNTN5,53942,11,11q22.1b-q22.1c
ILMN_1710297,EDNRB,1910,13,13q22.3b
ILMN_1710303,TTC25,83538,17,17q21.2b
ILMN_1710312,TMEM31,203562,X,Xq22.2a
ILMN_1710314,KRTAP9-8,83901,,17q21.2a
ILMN_1710315,NOS1AP,9722,1,1q23.3b
ILMN_1710322,MCHR2,84539,6,6q16.3a
ILMN_1710323,LOC392781,392781,,7q31.33a
ILMN_1710325,SCEL,8796,13,13q22.3b
ILMN_1710326,CLDND1,56650,3,3q11.2c
ILMN_1710329,MYEF2,50804,15,15q21.1c
ILMN_1710333,LOC646236,646236,9,9q34.11d
ILMN_1710354,KIFC3,3801,16,16q13d
ILMN_1710362,LOC644591,644591,1,1q21.1a
ILMN_1710368,LOC648792,648792,,
ILMN_1710378,LOC653489,653489,2,2q12.2b
ILMN_1710394,CNTNAP5,129684,2,2q14.3b-q14.3c
ILMN_1710406,PSMC1,5700,14,14q32.11a
ILMN_1710408,LGR4,55366,11,11p14.1d
ILMN_1710410,LOC730413,730413,,
ILMN_1710413,MGC3032,65998,11,11q13.1a
ILMN_1710416,HS3ST6,64711,16,16p13.3e
ILMN_1710426,DDX12,440081,12,12p13.31a
ILMN_1710427,VPS37B,79720,12,12q24.31d
ILMN_1710428,CDC2,983,10,10q21.2a
ILMN_1710434,TBC1D10C,374403,11,11q13.1f
ILMN_1710458,LOC646990,646990,13,
ILMN_1710479,RGMB,285704,5,5q21.1a
ILMN_1710482,APLP2,334,11,11q24.3c
ILMN_1710495,PAPLN,89932,14,14q24.2b
ILMN_1710512,PFN2,5217,3,3q25.1a
ILMN_1710514,BCL3,602,19,19q13.31b
ILMN_1710522,RUNX1T1,862,8,8q21.3f
ILMN_1710523,ATP8B1,5205,18,18q21.31b
ILMN_1710524,PARD3,56288,10,10p11.22a-p11.21c
ILMN_1710536,TTMA,645369,18,18p11.31b
ILMN_1710543,SLC39A3,29985,19,19p13.3g
ILMN_1710544,PCDH7,5099,4,4p15.1e-p15.1d
ILMN_1710553,TMEM151A,256472,11,11q13.1e
ILMN_1710558,LOC728094,728094,9,9p11.2d
ILMN_1710570,LOC651614,651614,,
ILMN_1710571,PAPD5,64282,16,16q12.1c
ILMN_1710590,PLA2G2E,30814,1,1p36.13a
ILMN_1710591,LOC285484,285484,,4p16.1f
ILMN_1710597,CDV3,55573,,3q22.1d
ILMN_1710598,SKI,6497,1,1p36.33a
ILMN_1710600,L3MBTL2,83746,22,22q13.2a
ILMN_1710602,LOC650238,650238,,
ILMN_1710606,C8A,731,1,1p32.2b
ILMN_1710614,LOC646372,646372,15,
ILMN_1710619,C17orf73,NA,17,
ILMN_1710622,DUOXA1,90527,15,15q21.1a
ILMN_1710629,LOC649264,649264,22,22q11.23a
ILMN_1710641,LOC648490,648490,,
ILMN_1710644,MARVELD3,91862,16,16q22.3a
ILMN_1710652,MTMR8,55613,X,Xq11.1c
ILMN_1710668,LETM1,3954,4,4p16.3b
ILMN_1710671,TTC21B,79809,2,2q24.3c-q24.3d
ILMN_1710676,FBXO5,26271,6,6q25.2a
ILMN_1710682,SUOX,6821,12,12q13.2c
ILMN_1710684,MIPOL1,145282,14,14q13.3b-q21.1a
ILMN_1710697,BUD31,8896,7,7q22.1b
ILMN_1710698,LOC648710,648710,,
ILMN_1710701,LOC653587,653587,1,
ILMN_1710710,DEDD,9191,1,1q23.3a
ILMN_1710722,ZNF474,133923,5,5q23.1e-q23.2a
ILMN_1710723,ROBO1,6091,3,3p12.3b
ILMN_1710726,APOBEC3F,200316,22,22q13.1c
ILMN_1710727,GSX2,170825,4,4q12b
ILMN_1710730,LOC652774,652774,,
ILMN_1710734,GZMK,3003,5,5q11.2d
ILMN_1710735,ZNF451,26036,6,6p12.1a
ILMN_1710738,RC3H2,54542,9,9q33.2b
ILMN_1710740,C2,717,6,6p21.32b
ILMN_1710746,TCF7,6932,5,5q31.1d
ILMN_1710747,IL17RB,55540,3,3p21.1b-p21.1a
ILMN_1710752,NAPRT1,93100,8,8q24.3g
ILMN_1710756,ENO1,2023,1,1p36.23a
ILMN_1710758,RNF20,56254,9,9q31.1b
ILMN_1710762,MAPK8IP2,23542,22,22q13.33b
ILMN_1710768,ZNF673,55634,X,Xp11.3a
ILMN_1710772,LOC389333,389333,5,5q31.2d
ILMN_1710790,LOC649546,649546,,
ILMN_1710815,FBLN1,2192,22,22q13.31c
ILMN_1710829,FLJ25715,284241,18,18q23d
ILMN_1710834,LOC652787,652787,,
ILMN_1710844,PARP10,84875,,8q24.3g
ILMN_1710847,MAGEB16,139604,X,Xp21.1b
ILMN_1710859,PCSK1,5122,5,5q15d
ILMN_1710863,GATAD1,57798,7,7q21.2b
ILMN_1710873,ZNF330,27309,4,4q31.21a
ILMN_1710876,LOC442299,442299,,
ILMN_1710884,OR5M10,390167,11,11q11c
ILMN_1710885,LOC387867,387867,,12q15b
ILMN_1710889,LOC653423,653423,8,8p23.1e
ILMN_1710899,TSPAN18,90139,11,11p11.2d
ILMN_1710903,MAPT,4137,17,17q21.31e
ILMN_1710906,RNF145,153830,5,5q33.3c
ILMN_1710923,SLAMF7,57823,1,1q23.3a
ILMN_1710925,LOC339742,339742,,2q21.2a
ILMN_1710929,KRTAP10-10,353333,21,21q22.3d
ILMN_1710937,IFI16,3428,1,1q23.1g
ILMN_1710943,MAP2K5,5607,15,15q23a
ILMN_1710954,LOC283932,283932,16,16p11.2c
ILMN_1710962,TMEM97,27346,17,17q11.2a
ILMN_1710979,ANKRD39,51239,2,2q11.2a
ILMN_1710985,GLIS2,84662,16,16p13.3b
ILMN_1710989,LOC653061,653061,15,15q11.2c
ILMN_1710993,C1orf111,284680,1,1q23.3b
ILMN_1711005,CDC25A,993,3,3p21.31f
ILMN_1711009,ISLR,3671,15,15q24.1b
ILMN_1711015,CRYAA,1409,21,21q22.3c
ILMN_1711021,HIGD2BP,NA,15,
ILMN_1711023,CDK5RAP1,51654,20,20q11.21c
ILMN_1711027,NRAP,4892,10,10q25.3a
ILMN_1711030,OPLAH,26873,8,8q24.3g
ILMN_1711032,IFITM5,387733,11,11p15.5d
ILMN_1711048,ZBTB17,7709,1,1p36.13f
ILMN_1711049,CACNA2D2,9254,3,3p21.31b
ILMN_1711053,BBS5,129880,,2q31.1a
ILMN_1711055,DUX1,26584,10,10q26.3f
ILMN_1711060,FLJ25006,124923,17,17q11.2a
ILMN_1711062,MMP19,4327,12,12q13.2c
ILMN_1711067,LOC150297,150297,22,22q12.3a
ILMN_1711069,YPEL5,51646,2,2p23.1b
ILMN_1711072,LOC441920,441920,1,
ILMN_1711073,LOC653489,653489,2,2q12.2b
ILMN_1711078,CDC2L2,728642,,1p36.33a
ILMN_1711087,LOC648526,648526,,
ILMN_1711089,DNAJC21,134218,5,5p13.2d
ILMN_1711091,TSC22D1,8848,13,13q14.11e
ILMN_1711092,KCNB1,3745,20,20q13.13c-q13.13d
ILMN_1711098,LOC645648,645648,6,
ILMN_1711102,B3GNT2,10678,2,2p15c
ILMN_1711109,TOM1L2,146691,17,17p11.2g
ILMN_1711111,SLC9A10,285335,3,3q13.2a
ILMN_1711114,LOC642681,642681,,6q13b
ILMN_1711120,ARC,23237,8,8q24.3e
ILMN_1711122,LOC653073,653073,15,15q13.2a
ILMN_1711124,MARVELD2,153562,5,5q13.2a
ILMN_1711139,VPS37A,137492,8,8p22b
ILMN_1711145,LOC728044,728044,2,2p11.1d
ILMN_1711156,LOC645895,645895,8,8q13.1b
ILMN_1711157,NOTCH4,4855,6,6p21.32b
ILMN_1711166,WDR8,49856,1,1p36.32b
ILMN_1711170,BNIPL,149428,1,1q21.2d
ILMN_1711171,CREB3L4,148327,1,1q21.3d
ILMN_1711174,SPRR1B,6699,1,1q21.3c
ILMN_1711189,EXOSC10,5394,1,1p36.22b
ILMN_1711199,ZNF331,55422,19,19q13.41b
ILMN_1711203,C6orf15,29113,6,6p21.33a
ILMN_1711208,CELSR2,1952,1,1p13.3b
ILMN_1711210,ATN1,1822,12,12p13.31d
ILMN_1711223,LOC649362,649362,,
ILMN_1711227,GMDS,2762,6,6p25.3a
ILMN_1711245,SCG3,29106,15,15q21.2b
ILMN_1711247,TRIM24,8805,7,7q34a
ILMN_1711254,WDR3,10885,1,1p12c
ILMN_1711269,ASB5,140458,4,4q34.2a
ILMN_1711270,SFRS14,10147,19,19p13.11b
ILMN_1711272,SERPING1,710,11,11q12.1a
ILMN_1711275,SLC5A5,6528,19,19p13.11d
ILMN_1711276,LOC646407,646407,19,19p13.13a
ILMN_1711278,ARHGDIG,398,16,16p13.3f
ILMN_1711283,PCDHGA9,56107,5,5q31.3c
ILMN_1711288,RGS20,8601,8,8q11.23d
ILMN_1711289,GYS1,2997,19,19q13.33a
ILMN_1711310,LOC645141,645141,6,
ILMN_1711311,PODXL,5420,7,7q32.3b
ILMN_1711312,GPM6A,2823,4,4q34.2a
ILMN_1711314,NUDT5,11164,10,10p14a
ILMN_1711318,PHF8,23133,X,Xp11.22a
ILMN_1711327,TRIM37,4591,17,17q22d
ILMN_1711328,EPHA10,284656,1,1p34.3b
ILMN_1711331,MAP1LC3C,440738,1,1q43e
ILMN_1711332,TFEC,22797,7,7q31.2b
ILMN_1711339,FSBP,10646,8,
ILMN_1711346,EGFLAM,133584,5,5p13.2a-p13.1c
ILMN_1711352,LOC653645,653645,17,17q23.1a
ILMN_1711353,OR7A5,26659,19,19p13.12b
ILMN_1711357,ZNF233,353355,19,19q13.31b
ILMN_1711359,NRN1L,123904,16,16q22.1b
ILMN_1711361,ZNF319,57567,16,16q13d
ILMN_1711368,NIBP,83696,8,8q24.3b
ILMN_1711371,LOC649174,649174,,
ILMN_1711374,ADAM11,4185,17,17q21.31c
ILMN_1711381,RFC3,5983,13,13q13.2a
ILMN_1711383,STK4,6789,20,20q13.12b
ILMN_1711385,LOC400019,400019,12,
ILMN_1711408,ANXA4,307,2,2p14a
ILMN_1711414,MRPS27,23107,5,5q13.2b
ILMN_1711422,PLEKHN1,84069,1,1p36.33b
ILMN_1711427,VN1R2,317701,19,19q13.41b
ILMN_1711439,EMILIN1,11117,2,2p23.3a
ILMN_1711450,TH1L,51497,20,20q13.32b
ILMN_1711451,SLC7A2,6542,8,8p22b
ILMN_1711452,UEVLD,55293,11,11p15.1c
ILMN_1711453,CLEC12A,160364,12,12p13.2c
ILMN_1711459,CCNDBP1,23582,15,15q15.2b
ILMN_1711462,MNS1,55329,15,15q21.3c
ILMN_1711465,HGSNAT,138050,8,8p11.21a
ILMN_1711466,LOC642903,642903,X,
ILMN_1711470,UBE2T,29089,1,1q32.1d
ILMN_1711473,CCDC78,124093,16,16p13.3f
ILMN_1711490,ARHGAP26,23092,5,5q31.3d-q31.3e
ILMN_1711491,SYNPO,11346,5,5q33.1c
ILMN_1711492,LOC441050,441050,4,4q33a
ILMN_1711493,PRAM1,84106,19,19p13.2d
ILMN_1711499,LOC728747,728747,9,9q12i
ILMN_1711504,NRXN1,9378,2,2p16.3c-p16.3b
ILMN_1711514,COCH,1690,14,14q12e
ILMN_1711516,ATP6V1A,523,3,3q13.2b-q13.31a
ILMN_1711517,OR6C6,283365,12,12q13.2b
ILMN_1711526,TOMM40L,84134,1,1q23.3a
ILMN_1711542,CHMP4C,92421,8,8q21.13c
ILMN_1711543,C14orf169,79697,14,14q24.3a
ILMN_1711548,LOC647634,647634,,
ILMN_1711550,MS4A4A,51338,11,11q12.2a
ILMN_1711557,OR7A10,390892,19,19p13.12b
ILMN_1711566,TIMP1,7076,X,Xp11.23f
ILMN_1711573,CD96,10225,3,3q13.13d-q13.2a
ILMN_1711579,CSN2,1447,4,4q13.3a
ILMN_1711585,KCMF1,56888,2,2p11.2g
ILMN_1711588,LOC651701,651701,,
ILMN_1711596,PQBP1,10084,X,Xp11.23c
ILMN_1711599,LOC642573,642573,5,
ILMN_1711603,LOC652565,652565,,
ILMN_1711605,LOC646452,646452,13,
ILMN_1711606,PRDX5,25824,11,11q13.1b
ILMN_1711608,SSBP2,23635,5,5q14.1f
ILMN_1711611,LOC653907,653907,,
ILMN_1711615,LOC651012,651012,,
ILMN_1711617,GMFG,9535,19,19q13.2a
ILMN_1711627,SIAH1,6477,16,16q12.1b
ILMN_1711628,LOC728951,728951,17,
ILMN_1711642,GSTZ1,2954,14,14q24.3c
ILMN_1711650,KCNE1L,23630,X,Xq22.3c
ILMN_1711662,ZP4,57829,1,1q43b
ILMN_1711678,LOC648456,648456,,
ILMN_1711681,SPATS1,221409,6,6p21.1b
ILMN_1711685,LOC730804,730804,,
ILMN_1711688,MGC57359,441272,,7q22.1c
ILMN_1711699,LOC728014,728014,12,12q24.31d
ILMN_1711702,CLEC2D,29121,12,12p13.31a
ILMN_1711703,C16orf70,80262,16,16q22.1a
ILMN_1711711,LOC375010,375010,1,1q12p
ILMN_1711712,GAS2L2,246176,17,17q12b
ILMN_1711715,LOC645951,645951,20,
ILMN_1711720,C12orf42,374470,12,12q23.2a-q23.3a
ILMN_1711725,MGC50722,399693,9,
ILMN_1711729,LOC442454,NA,X,
ILMN_1711736,ADCYAP1R1,117,7,7p15.1a
ILMN_1711748,PLTP,5360,20,20q13.12b
ILMN_1711756,LOC647025,647025,18,18q21.1c
ILMN_1711758,FOXR2,139628,X,Xp11.21a
ILMN_1711765,PSMD4,5710,1,1q21.2d
ILMN_1711766,SKP1A,6500,5,5q31.1d
ILMN_1711772,FLJ30679,146512,16,16q24.1c
ILMN_1711786,NFE2,4778,12,12q13.13f
ILMN_1711787,KEAP1,9817,19,19p13.2b
ILMN_1711790,DEFB136,613209,8,8p23.1a
ILMN_1711792,GPBP1,65056,5,5q11.2f
ILMN_1711799,C9orf40,55071,9,9q21.13b
ILMN_1711807,LPHN3,23284,4,4q13.1c
ILMN_1711810,PNKD,25953,2,2q35e
ILMN_1711818,PIWIL2,55124,8,8p21.3a
ILMN_1711823,C17orf70,80233,17,17q25.3f
ILMN_1711826,SLC24A2,25769,9,9p22.1a
ILMN_1711828,ANKRD10,55608,13,13q34a-q34b
ILMN_1711832,LOC646309,646309,10,10p11.21b
ILMN_1711838,SLC25A24,29957,1,1p13.3c
ILMN_1711839,LOC643577,643577,3,
ILMN_1711845,LOC220729,NA,,
ILMN_1711853,MED24,9862,17,17q21.1a-q21.1b
ILMN_1711862,RNF7,9616,3,3q23c
ILMN_1711878,ENOPH1,58478,4,4q21.22a
ILMN_1711883,HTR3D,200909,3,3q27.1b
ILMN_1711886,ALG3,10195,3,3q27.1b
ILMN_1711888,COBL,23242,7,7p12.1c
ILMN_1711894,MYB,4602,6,6q23.3a
ILMN_1711899,ANXA2,302,15,15q22.2a
ILMN_1711904,MXD3,83463,5,5q35.3a
ILMN_1711909,EDEM2,55741,20,20q11.22b
ILMN_1711910,DKFZp781N1041,387712,10,10q25.3b
ILMN_1711919,SCYL2,55681,12,12q23.1d
ILMN_1711928,FLJ20920,80221,17,17q21.33b
ILMN_1711929,OR5AN1,390195,11,11q12.1d
ILMN_1711949,MARLIN1,152789,,4p16.1f
ILMN_1711958,KCMF1,56888,2,2p11.2g
ILMN_1711965,LOC642312,642312,3,
ILMN_1711969,LOC642166,642166,,
ILMN_1711972,LOC643346,643346,3,
ILMN_1711986,MAP1LC3A,84557,20,20q11.22a
ILMN_1711988,KCNK12,56660,2,2p16.3d
ILMN_1711994,TCIRG1,10312,11,11q13.2a
ILMN_1712019,ANKRD17,26057,4,4q13.3d
ILMN_1712023,SLC8A3,6547,14,14q24.2a
ILMN_1712026,NLRP3,114548,1,1q44e
ILMN_1712027,RSBN1L,222194,7,7q11.23g
ILMN_1712031,LOC653629,653629,,
ILMN_1712035,TMEM115,11070,3,3p21.31b
ILMN_1712038,LOC730419,730419,,
ILMN_1712040,FARP1,10160,13,13q32.2b
ILMN_1712046,CPXM1,56265,20,20p13c
ILMN_1712051,ZSCAN2,54993,15,15q25.2b
ILMN_1712065,FAM19A5,25817,22,22q13.32a
ILMN_1712066,EXPH5,23086,11,11q22.3c
ILMN_1712067,CCDC135,84229,16,16q13d
ILMN_1712075,DMN,23336,15,15q26.3b
ILMN_1712077,LOC652530,652530,,
ILMN_1712082,GCNT3,9245,15,15q22.2a
ILMN_1712088,CLYBL,171425,13,13q32.3b
ILMN_1712095,FOXO4,4303,X,Xq13.1c
ILMN_1712112,RCAN1,1827,21,21q22.12a
ILMN_1712122,FANCD2,2177,3,3p25.3c-p25.3b
ILMN_1712128,LRRC8B,23507,1,1p22.2c
ILMN_1712137,LOC642712,642712,18,
ILMN_1712141,LIPK,643414,10,10q23.31b
ILMN_1712155,RPL6,6128,12,12q24.13a
ILMN_1712159,AVPR1A,552,12,12q14.2a
ILMN_1712161,BCOR,54880,X,Xp11.4c
ILMN_1712162,TMPRSS11A,339967,4,4q13.2b
ILMN_1712170,LOC283755,283755,,15q11.2a
ILMN_1712171,LOC286260,286260,9,
ILMN_1712177,LOC401934,401934,,1p36.33b
ILMN_1712184,HIST1H3C,8352,6,6p22.1d
ILMN_1712188,LOC653428,653428,1,1q41e
ILMN_1712197,KCNMB3,27094,3,3q26.32c
ILMN_1712204,LOC645466,645466,1,1p31.1e
ILMN_1712211,FLJ10246,NA,,
ILMN_1712220,LOC652761,652761,,
ILMN_1712230,LOC731035,731035,,
ILMN_1712231,SH3YL1,26751,2,2p25.3g
ILMN_1712236,PPP1R3B,79660,8,8p23.1d
ILMN_1712250,RPL10,6134,X,Xq28g
ILMN_1712257,PPP2R3B,28227,X,"Xp22.33f,Yp11.32c"
ILMN_1712269,ZNF605,90462,12,12q24.33d
ILMN_1712272,LOC653270,653270,22,22q11.21f
ILMN_1712277,LOC651285,651285,,
ILMN_1712283,WNT10B,7480,12,12q13.12a
ILMN_1712289,LOC641994,641994,,
ILMN_1712291,MICALL2,79778,,7p22.3b
ILMN_1712298,ANKRD46,157567,8,8q22.3a
ILMN_1712305,CYBRD1,79901,2,2q31.1c
ILMN_1712308,FSTL4,23105,5,5q31.1c-q31.1d
ILMN_1712312,RAB11A,8766,15,15q22.31c
ILMN_1712314,DUSP9,1852,X,Xq28f
ILMN_1712320,DDX50,79009,10,10q21.3e
ILMN_1712325,LOC642509,642509,16,
ILMN_1712347,LOC644422,644422,,17p11.2i
ILMN_1712348,GNB5,10681,15,15q21.2c
ILMN_1712352,DOCK3,1795,3,3p21.31b-p21.31a
ILMN_1712357,HNRPK,3190,9,9q21.32c
ILMN_1712360,WISP3,8838,6,6q21i
ILMN_1712366,LOC649060,649060,,
ILMN_1712375,NCAPH2,29781,22,22q13.33b
ILMN_1712383,LOC645551,645551,8,8q12.3a
ILMN_1712386,C21orf45,54069,21,21q22.11b
ILMN_1712389,CKLF,51192,16,16q21e
ILMN_1712390,CUTA,51596,6,6p21.32a
ILMN_1712396,GJD2,57369,15,15q14a
ILMN_1712400,SERPINB6,5269,6,6p25.2b
ILMN_1712405,LOC642468,642468,4,
ILMN_1712407,TMC3,342125,15,15q25.1b
ILMN_1712413,RPL39L,116832,3,3q27.3b
ILMN_1712419,DCDC2,51473,6,6p22.2c-p22.2b
ILMN_1712423,SKIP,51763,17,17p13.3e
ILMN_1712428,LOC643175,643175,10,
ILMN_1712430,ATP5G1,516,17,17q21.32c
ILMN_1712431,FAM113B,91523,12,12q13.11b
ILMN_1712432,PSMD2,5708,3,3q27.1b
ILMN_1712435,LOC644294,644294,11,
ILMN_1712446,LOC653884,653884,,
ILMN_1712452,MPHOSPH1,9585,10,10q23.31c
ILMN_1712454,LRRC52,440699,1,1q23.3e
ILMN_1712455,RBM4,5936,11,11q13.1e
ILMN_1712456,DKFZp434I1020,196968,15,15q26.3b
ILMN_1712457,PDC,5132,1,1q31.1a
ILMN_1712461,CBLN1,869,16,16q12.1b
ILMN_1712469,GOLGA8A,23015,15,15q14a
ILMN_1712475,HS3ST2,9956,16,16p12.1c
ILMN_1712481,LOC650253,650253,,
ILMN_1712487,LGTN,1939,1,1q32.1h
ILMN_1712505,KDELC1,79070,13,13q33.1b
ILMN_1712506,DPP6,1804,7,7q36.2c
ILMN_1712513,DDX11,1663,12,12p11.21b
ILMN_1712515,FOXO3,2309,6,6q21e
ILMN_1712517,ZNF696,79943,8,8q24.3f
ILMN_1712518,LOC644733,644733,1,
ILMN_1712522,CEACAM6,4680,19,19q13.2c
ILMN_1712523,MAP6,4135,11,11q13.5a
ILMN_1712530,AKAP1,8165,17,17q22c
ILMN_1712532,CARD9,64170,9,9q34.3d
ILMN_1712537,NODAL,4838,10,10q22.1b
ILMN_1712545,S100A3,6274,1,1q21.3c
ILMN_1712555,LOC347549,347549,,Xp11.22b
ILMN_1712556,ZW10,9183,11,11q23.2a
ILMN_1712560,SF1,7536,11,11q13.1b
ILMN_1712563,PSAT1,29968,9,9q21.2c
ILMN_1712577,TMEM157,345757,5,5q21.1b
ILMN_1712582,FOLR1,2348,11,11q13.4a
ILMN_1712583,METRN,79006,16,16p13.3f
ILMN_1712587,ARSB,411,5,5q14.1c
ILMN_1712588,MGC13098,84820,7,7p13d
ILMN_1712597,LOC200726,200726,,2q33.3b
ILMN_1712601,LOC652715,652715,,
ILMN_1712605,ZNF829,374899,19,19q13.12b
ILMN_1712608,BFSP1,631,20,20p12.1a
ILMN_1712613,PNLIPRP2,5408,10,10q25.3b
ILMN_1712616,C6orf81,221481,6,6p21.31b
ILMN_1712620,HYAL1,3373,3,3p21.31b
ILMN_1712628,GTF2IRD1,9569,7,7q11.23c
ILMN_1712632,XDH,7498,2,2p23.1a
ILMN_1712634,TIA1,7072,2,2p14a
ILMN_1712636,NVL,4931,1,1q42.11b
ILMN_1712639,AIFM2,84883,10,10q22.1a
ILMN_1712657,FALZ,2186,17,17q24.2b
ILMN_1712659,PPP2CB,5516,8,8p12e
ILMN_1712660,PDZD7,79955,10,10q24.31a
ILMN_1712673,SASH1,23328,6,6q24.3c
ILMN_1712678,RPS27L,51065,15,15q22.2b
ILMN_1712684,FAM20C,56975,7,7p22.3d
ILMN_1712687,PAK2,5062,3,3q29g
ILMN_1712689,LOC442060,442060,,2q31.3b
ILMN_1712705,RAB40C,57799,16,16p13.3f
ILMN_1712707,ABHD8,79575,19,19p13.11e
ILMN_1712708,TRIM47,91107,17,17q25.1d
ILMN_1712712,BDNF,627,11,11p14.1d
ILMN_1712715,LOC653419,653419,17,
ILMN_1712718,BPNT1,10380,1,1q41d
ILMN_1712719,MAP7,9053,6,6q23.3b
ILMN_1712721,GAST,2520,17,17q21.2b
ILMN_1712729,DKK4,27121,8,8p11.21a
ILMN_1712742,LOC650285,650285,,
ILMN_1712748,C14orf129,51527,14,14q32.2a
ILMN_1712751,HADHA,3030,2,2p23.3b
ILMN_1712754,NFKBIB,4793,19,19q13.2a
ILMN_1712755,LRRC41,10489,1,1p33d
ILMN_1712759,SBSN,374897,19,19q13.12a
ILMN_1712766,ERGIC2,51290,12,12p11.22a
ILMN_1712773,SPAG1,6674,8,8q22.2b
ILMN_1712774,IRS4,8471,X,Xq22.3c
ILMN_1712776,KCNK7,10089,11,11q13.1d
ILMN_1712784,LOC644421,644421,8,
ILMN_1712786,AHCYL2,23382,7,7q32.1a
ILMN_1712789,LOC646033,646033,7,
ILMN_1712798,ZNF608,57507,5,5q23.2c
ILMN_1712803,CCNB1,891,5,5q13.2a
ILMN_1712806,AP1S1,1174,7,7q22.1d
ILMN_1712808,HIST1H4G,8369,6,6p22.1d
ILMN_1712822,LOC644704,644704,9,9q12j
ILMN_1712836,C6orf27,80737,6,6p21.33a
ILMN_1712837,LOC148766,148766,1,1p13.1b
ILMN_1712847,LOC644578,644578,4,4q13.1d
ILMN_1712849,RNASE7,84659,14,14q11.2c
ILMN_1712854,C10orf109,642394,10,10p15.3b
ILMN_1712859,FAM89A,375061,1,1q42.2a
ILMN_1712865,SHE,126669,1,1q21.3e
ILMN_1712886,LOC642325,642325,15,15q25.2a
ILMN_1712887,SLC10A3,8273,X,Xq28g
ILMN_1712888,HSPH1,10808,13,13q12.3d
ILMN_1712894,FUT1,2523,19,19q13.33a
ILMN_1712896,FST,10468,5,5q11.2c
ILMN_1712900,LOC647983,647983,,18p11.21a
ILMN_1712902,LOC652765,652765,,
ILMN_1712903,NBPF9,440670,1,
ILMN_1712912,SLC10A7,84068,4,4q31.22b
ILMN_1712913,UNC5A,90249,5,5q35.2d
ILMN_1712914,SEMA6B,10501,19,19p13.3d
ILMN_1712916,MGC45800,NA,,
ILMN_1712918,NQO2,4835,,6p25.2b
ILMN_1712929,DNAJB12,54788,10,10q22.1f
ILMN_1712936,C21orf66,94104,21,21q22.11b
ILMN_1712939,LOC652483,652483,,
ILMN_1712943,CCK,885,3,3p22.1a
ILMN_1712944,AES,166,19,19p13.3f
ILMN_1712945,DYNC2LI1,51626,2,2p21d
ILMN_1712950,PFN1,5216,17,17p13.2b
ILMN_1712959,DUSP2,1844,2,2q11.2a
ILMN_1712967,LOC651291,651291,,
ILMN_1712972,CPNE7,27132,,16q24.3b
ILMN_1712975,YIF1A,10897,11,11q13.1e
ILMN_1712985,C17orf58,284018,17,17q24.2b
ILMN_1712989,LOC649984,649984,,
ILMN_1712998,CORIN,10699,4,4p12a
ILMN_1712999,LOC642103,642103,,
ILMN_1713006,CDC34,997,19,19p13.3j
ILMN_1713008,ABCC11,85320,16,16q12.1a
ILMN_1713013,PLD3,23646,19,19q13.2b
ILMN_1713024,PCDHA7,56141,5,5q31.3b
ILMN_1713029,OPN4,94233,10,10q23.2a
ILMN_1713031,PGCP,10404,8,8q22.1d-q22.1e
ILMN_1713037,PFKL,5211,21,21q22.3d
ILMN_1713038,RP11-45B20.2,387911,13,13q12.12b
ILMN_1713058,PSTPIP2,9050,18,18q21.1a
ILMN_1713086,RPL27A,6157,11,11p15.4b
ILMN_1713088,MSI2,124540,17,17q22c-q22d
ILMN_1713105,LOC652435,652435,,
ILMN_1713107,LOC652889,652889,,
ILMN_1713124,AKR1C3,8644,10,10p15.1c
ILMN_1713125,SPANXE,171489,X,Xq27.2a
ILMN_1713126,CT45-6,541465,X,Xq26.3b
ILMN_1713128,LOC651287,651287,,
ILMN_1713129,TTF1,7270,9,9q34.13b
ILMN_1713139,DLGAP2,9228,8,8p23.3a
ILMN_1713141,LOC389641,389641,,8p21.3a
ILMN_1713143,MRPL3,11222,3,3q22.1b
